p450_c24	85,216,107
p450_c25	85,216,107
p450_c26	85,216,107
p450_c27	85,216,107
p450_c28	85,216,107
p450_c29	85,216,107
p450_c30	85,216,107
p450_c31	85,216,107
p450_c32	85,216,107
p450_c33	85,216,107
p450_c34	85,216,107
p450_c35	85,216,107
p450_c36	85,216,107
p450_c37	85,216,107
p450_c38	85,216,107
p450_c39	85,216,107
p450_c40	85,216,107
p450_c41	85,216,107
p450_c42	85,216,107
p450_c43	85,216,107
p450_c44	85,216,107
p450_c45	85,216,107
p450_c46	85,216,107
p450_c47	85,216,107
p450_c48	85,216,107
p450_c49	85,216,107
p450_c50	85,216,107
p450_c51	85,216,107
p450_c52	85,216,107
p450_c53	85,216,107
p450_c54	85,216,107
p450_c55	85,216,107
p450_c56	85,216,107
p450_c57	85,216,107
p450_c58	85,216,107
p450_c59	85,216,107
p450_c60	85,216,107
p450_c61	85,216,107
p450_c62	85,216,107
p450_c63	85,216,107
p450_c64	85,216,107
p450_c65	85,216,107
p450_c66	85,216,107
p450_c67	85,216,107
p450_c68	85,216,107
p450_c69	85,216,107
p450_c70	85,216,107
p450_c71	85,216,107
p450_c72	85,216,107
p450_c73	85,216,107
p450_c74	85,216,107
p450_c75	85,216,107
p450_c76	85,216,107
p450_c77	85,216,107
p450_c78	85,216,107
p450_c79	85,216,107
p450_c80	85,216,107
p450_c81	85,216,107
p450_c82	85,216,107
p450_c83	85,216,107
p450_c84	85,216,107
p450_c85	85,216,107
p450_c86	85,216,107
p450_c87	85,216,107
p450_c88	85,216,107
p450_c89	85,216,107
p450_c90	85,216,107
p450_c91	85,216,107
p450_c92	85,216,107
p450_c93	85,216,107
p450_c94	85,216,107
p450_c95	85,216,107
p450_c96	85,216,107
p450_c97	85,216,107
p450_c98	85,216,107
p450_c99	85,216,107
p450_c100	85,216,107
p450_c101	85,216,107
p450_c102	85,216,107
p450_c103	85,216,107
Phospholip_A2_1	255,255,255
Pkinase	104,187,65
Pyr_redox	191,110,74
Ras	129,102,217
Response_reg	100,107,203
Rhv	255,255,255
RnaseA	255,255,255
RNase_H	225,86,224
RRM_1	183,87,84
RVP	255,255,255
RVT_1	85,219,135
Serpin	215,65,166
Sod_Cu	180,82,115
Sod_Fe_N	63,202,157
Peptidase_S8_c1	193,159,94
Peptidase_S8_c2	193,159,94
Peptidase_S8_c3	193,159,94
Peptidase_S8_c4	193,159,94
Peptidase_S8_c5	193,159,94
Peptidase_S8_c6	193,159,94
Peptidase_S8_c7	193,159,94
Peptidase_S8_c8	193,159,94
Peptidase_S8_c9	193,159,94
Peptidase_S8_c10	193,159,94
Peptidase_S8_c11	193,159,94
Peptidase_S8_c12	193,159,94
Peptidase_S8_c13	193,159,94
Peptidase_S8_c14	193,159,94
Peptidase_S8_c15	193,159,94
Peptidase_S8_c16	193,159,94
Peptidase_S8_c17	193,159,94
Peptidase_S8_c18	193,159,94
Peptidase_S8_c19	193,159,94
Peptidase_S8_c20	193,159,94
Peptidase_S8_c21	193,159,94
Peptidase_S8_c22	193,159,94
Peptidase_S8_c23	193,159,94
Peptidase_S8_c24	193,159,94
Peptidase_S8_c25	193,159,94
Peptidase_S8_c26	193,159,94
Peptidase_S8_c27	193,159,94
Peptidase_S8_c28	193,159,94
Peptidase_S8_c29	193,159,94
Peptidase_S8_c30	193,159,94
Peptidase_S8_c31	193,159,94
Peptidase_S8_c32	193,159,94
Peptidase_S8_c33	193,159,94
Peptidase_S8_c34	193,159,94
Peptidase_S8_c35	193,159,94
Peptidase_S8_c36	193,159,94
Peptidase_S8_c37	193,159,94
Peptidase_S8_c38	193,159,94
Peptidase_S8_c39	193,159,94
Peptidase_S8_c40	193,159,94
Peptidase_S8_c41	193,159,94
Peptidase_S8_c42	193,159,94
Peptidase_S8_c43	193,159,94
Peptidase_S8_c44	193,159,94
Peptidase_S8_c45	193,159,94
Peptidase_S8_c46	193,159,94
Peptidase_S8_c47	193,159,94
Peptidase_S8_c48	193,159,94
Peptidase_S8_c49	193,159,94
Peptidase_S8_c50	193,159,94
Peptidase_S8_c51	193,159,94
Peptidase_S8_c52	193,159,94
Peptidase_S8_c53	193,159,94
Peptidase_S8_c54	193,159,94
Peptidase_S8_c55	193,159,94
Peptidase_S8_c56	193,159,94
Peptidase_S8_c57	193,159,94
Peptidase_S8_c58	193,159,94
Peptidase_S8_c59	193,159,94
Peptidase_S8_c60	193,159,94
Peptidase_S8_c61	193,159,94
Peptidase_S8_c62	193,159,94
Peptidase_S8_c63	193,159,94
Peptidase_S8_c64	193,159,94
Peptidase_S8_c65	193,159,94
Peptidase_S8_c66	193,159,94
Peptidase_S8_c67	193,159,94
Peptidase_S8_c68	193,159,94
Peptidase_S8_c69	193,159,94
Peptidase_S8_c70	193,159,94
Peptidase_S8_c71	193,159,94
Peptidase_S8_c72	193,159,94
Peptidase_S8_c73	193,159,94
Peptidase_S8_c74	193,159,94
Peptidase_S8_c75	193,159,94
Peptidase_S8_c76	193,159,94
Peptidase_S8_c77	193,159,94
Peptidase_S8_c78	193,159,94
Peptidase_S8_c79	193,159,94
Peptidase_S8_c80	193,159,94
Peptidase_S8_c81	193,159,94
Peptidase_S8_c82	193,159,94
Peptidase_S8_c83	193,159,94
Peptidase_S8_c84	193,159,94
Peptidase_S8_c85	193,159,94
Peptidase_S8_c86	193,159,94
Sugar_tr	48,186,105
Sushi	255,255,255
Thioredoxin_c1	220,109,180
Thioredoxin_c2	220,109,180
Thioredoxin_c3	220,109,180
Thioredoxin_c4	220,109,180
Thioredoxin_c5	220,109,180
Thioredoxin_c6	220,109,180
Thioredoxin_c7	220,109,180
Thioredoxin_c8	220,109,180
Thioredoxin_c9	220,109,180
Thioredoxin_c10	220,109,180
Thioredoxin_c11	220,109,180
Thioredoxin_c12	220,109,180
Thioredoxin_c13	220,109,180
Thioredoxin_c14	220,109,180
Thioredoxin_c15	220,109,180
Thioredoxin_c16	220,109,180
Thioredoxin_c17	220,109,180
Thioredoxin_c18	220,109,180
Thioredoxin_c19	220,109,180
Thioredoxin_c20	220,109,180
Thioredoxin_c21	220,109,180
Thioredoxin_c22	220,109,180
Thioredoxin_c23	220,109,180
Thioredoxin_c24	220,109,180
Thioredoxin_c25	220,109,180
Thioredoxin_c26	220,109,180
Thioredoxin_c27	220,109,180
Thioredoxin_c28	220,109,180
Thioredoxin_c29	220,109,180
Thioredoxin_c30	220,109,180
Thioredoxin_c31	220,109,180
Thioredoxin_c32	220,109,180
Thioredoxin_c33	220,109,180
Thioredoxin_c34	220,109,180
Thioredoxin_c35	220,109,180
Thioredoxin_c36	220,109,180
Thioredoxin_c37	220,109,180
Thioredoxin_c38	220,109,180
Thioredoxin_c39	220,109,180
Thioredoxin_c40	220,109,180
Thioredoxin_c41	220,109,180
Thioredoxin_c42	220,109,180
Thioredoxin_c43	220,109,180
Thioredoxin_c44	220,109,180
Thioredoxin_c45	220,109,180
Thioredoxin_c46	220,109,180
Thioredoxin_c47	220,109,180
Thioredoxin_c48	220,109,180
Thioredoxin_c49	220,109,180
Thioredoxin_c50	220,109,180
Thioredoxin_c51	220,109,180
Thioredoxin_c52	220,109,180
Thioredoxin_c53	220,109,180
Thioredoxin_c54	220,109,180
Thioredoxin_c55	220,109,180
Thioredoxin_c56	220,109,180
Thioredoxin_c57	220,109,180
Thioredoxin_c58	220,109,180
Thioredoxin_c59	220,109,180
Thioredoxin_c60	220,109,180
Thioredoxin_c61	220,109,180
Thioredoxin_c62	220,109,180
Thioredoxin_c63	220,109,180
Thioredoxin_c64	220,109,180
Thioredoxin_c65	220,109,180
Thioredoxin_c66	220,109,180
Thioredoxin_c67	220,109,180
Thioredoxin_c68	220,109,180
Thioredoxin_c69	220,109,180
Thioredoxin_c70	220,109,180
Thioredoxin_c71	220,109,180
Thioredoxin_c72	220,109,180
Thioredoxin_c73	220,109,180
Thioredoxin_c74	220,109,180
Thioredoxin_c75	220,109,180
Thioredoxin_c76	220,109,180
Thioredoxin_c77	220,109,180
Thioredoxin_c78	220,109,180
Thioredoxin_c79	220,109,180
Thioredoxin_c80	220,109,180
Thioredoxin_c81	220,109,180
Thioredoxin_c82	220,109,180
Thioredoxin_c83	220,109,180
Thioredoxin_c84	220,109,180
Thyroglobulin_1	255,255,255
Toxin_TOLIP	255,255,255
Trefoil	255,255,255
Trypsin	207,127,78
TSP_1	255,255,255
Tubulin	255,255,255
VWA	199,215,59
VWC	255,255,255
VWD	255,255,255
WAP	255,255,255
zf-C2H2	59,185,144
zf-C3HC4	255,255,255
zf-CCHC	73,222,177
Zona_pellucida	255,255,255
RuBisCO_small	255,255,255
Y_phosphatase	168,68,192
Hormone_1	255,255,255
Hormone_recep	255,255,255
zf-C4	255,255,255
adh_short_c1	182,219,73
adh_short_c2	182,219,73
adh_short_c3	182,219,73
adh_short_c4	182,219,73
adh_short_c5	182,219,73
adh_short_c6	182,219,73
adh_short_c7	182,219,73
adh_short_c8	182,219,73
adh_short_c9	182,219,73
adh_short_c10	182,219,73
adh_short_c11	182,219,73
adh_short_c12	182,219,73
adh_short_c13	182,219,73
adh_short_c14	182,219,73
adh_short_c15	182,219,73
adh_short_c16	182,219,73
adh_short_c17	182,219,73
adh_short_c18	182,219,73
adh_short_c19	182,219,73
adh_short_c20	182,219,73
adh_short_c21	182,219,73
adh_short_c22	182,219,73
adh_short_c23	182,219,73
adh_short_c24	182,219,73
adh_short_c25	182,219,73
adh_short_c26	182,219,73
adh_short_c27	182,219,73
adh_short_c28	182,219,73
adh_short_c29	182,219,73
adh_short_c30	182,219,73
adh_short_c31	182,219,73
adh_short_c32	182,219,73
adh_short_c33	182,219,73
adh_short_c34	182,219,73
adh_short_c35	182,219,73
adh_short_c36	182,219,73
adh_short_c37	182,219,73
adh_short_c38	182,219,73
adh_short_c39	182,219,73
adh_short_c40	182,219,73
adh_short_c41	182,219,73
adh_short_c42	182,219,73
adh_short_c43	182,219,73
adh_short_c44	182,219,73
adh_short_c45	182,219,73
adh_short_c46	182,219,73
adh_short_c47	182,219,73
adh_short_c48	182,219,73
adh_short_c49	182,219,73
adh_short_c50	182,219,73
adh_short_c51	182,219,73
adh_short_c52	182,219,73
adh_short_c53	182,219,73
adh_short_c54	182,219,73
adh_short_c55	182,219,73
adh_short_c56	182,219,73
adh_short_c57	182,219,73
adh_short_c58	182,219,73
adh_short_c59	182,219,73
adh_short_c60	182,219,73
adh_short_c61	182,219,73
adh_short_c62	182,219,73
adh_short_c63	182,219,73
adh_short_c64	182,219,73
adh_short_c65	182,219,73
adh_short_c66	182,219,73
adh_short_c67	182,219,73
adh_short_c68	182,219,73
adh_short_c69	182,219,73
adh_short_c70	182,219,73
adh_short_c71	182,219,73
adh_short_c72	182,219,73
adh_short_c73	182,219,73
adh_short_c74	182,219,73
adh_short_c75	182,219,73
ADH_zinc_N_c1	81,108,215
ADH_zinc_N_c2	81,108,215
ADH_zinc_N_c3	81,108,215
ADH_zinc_N_c4	81,108,215
ADH_zinc_N_c5	81,108,215
ADH_zinc_N_c6	81,108,215
ADH_zinc_N_c7	81,108,215
ADH_zinc_N_c8	81,108,215
ADH_zinc_N_c9	81,108,215
ADH_zinc_N_c10	81,108,215
ADH_zinc_N_c11	81,108,215
ADH_zinc_N_c12	81,108,215
ADH_zinc_N_c13	81,108,215
ADH_zinc_N_c14	81,108,215
ADH_zinc_N_c15	81,108,215
ADH_zinc_N_c16	81,108,215
ADH_zinc_N_c17	81,108,215
ADH_zinc_N_c18	81,108,215
ADH_zinc_N_c19	81,108,215
ADH_zinc_N_c20	81,108,215
ADH_zinc_N_c21	81,108,215
ADH_zinc_N_c22	81,108,215
ADH_zinc_N_c23	81,108,215
ADH_zinc_N_c24	81,108,215
ADH_zinc_N_c25	81,108,215
ADH_zinc_N_c26	81,108,215
ADH_zinc_N_c27	81,108,215
ADH_zinc_N_c28	81,108,215
ADH_zinc_N_c29	81,108,215
ADH_zinc_N_c30	81,108,215
ADH_zinc_N_c31	81,108,215
ADH_zinc_N_c32	81,108,215
ADH_zinc_N_c33	81,108,215
ADH_zinc_N_c34	81,108,215
ADH_zinc_N_c35	81,108,215
ADH_zinc_N_c36	81,108,215
ADH_zinc_N_c37	81,108,215
ADH_zinc_N_c38	81,108,215
ADH_zinc_N_c39	81,108,215
ADH_zinc_N_c40	81,108,215
ADH_zinc_N_c41	81,108,215
ADH_zinc_N_c42	81,108,215
ADH_zinc_N_c43	81,108,215
ADH_zinc_N_c44	81,108,215
ADH_zinc_N_c45	81,108,215
ADH_zinc_N_c46	81,108,215
ADH_zinc_N_c47	81,108,215
ADH_zinc_N_c48	81,108,215
ADH_zinc_N_c49	81,108,215
ADH_zinc_N_c50	81,108,215
ADH_zinc_N_c51	81,108,215
ADH_zinc_N_c52	81,108,215
ADH_zinc_N_c53	81,108,215
ADH_zinc_N_c54	81,108,215
ADH_zinc_N_c55	81,108,215
ADH_zinc_N_c56	81,108,215
ADH_zinc_N_c57	81,108,215
ADH_zinc_N_c58	81,108,215
ADH_zinc_N_c59	81,108,215
ADH_zinc_N_c60	81,108,215
ADH_zinc_N_c61	81,108,215
ADH_zinc_N_c62	81,108,215
ADH_zinc_N_c63	81,108,215
ADH_zinc_N_c64	81,108,215
ADH_zinc_N_c65	81,108,215
ADH_zinc_N_c66	81,108,215
ADH_zinc_N_c67	81,108,215
ADH_zinc_N_c68	81,108,215
ADH_zinc_N_c69	81,108,215
ADH_zinc_N_c70	81,108,215
ADH_zinc_N_c71	81,108,215
ADH_zinc_N_c72	81,108,215
ADH_zinc_N_c73	81,108,215
ADH_zinc_N_c74	81,108,215
ADH_zinc_N_c75	81,108,215
ADH_zinc_N_c76	81,108,215
ADH_zinc_N_c77	81,108,215
ADH_zinc_N_c78	81,108,215
ADH_zinc_N_c79	81,108,215
ADH_zinc_N_c80	81,108,215
ADH_zinc_N_c81	81,108,215
ADH_zinc_N_c82	81,108,215
ADH_zinc_N_c83	81,108,215
ADH_zinc_N_c84	81,108,215
ADH_zinc_N_c85	81,108,215
ADH_zinc_N_c86	81,108,215
ADH_zinc_N_c87	81,108,215
Thiolase_N	82,90,195
ketoacyl-synt_c1	112,116,228
ketoacyl-synt_c2	112,116,228
ketoacyl-synt_c3	112,116,228
ketoacyl-synt_c4	112,116,228
ketoacyl-synt_c5	112,116,228
ketoacyl-synt_c6	112,116,228
ketoacyl-synt_c7	112,116,228
ketoacyl-synt_c8	112,116,228
ketoacyl-synt_c9	112,116,228
ketoacyl-synt_c10	112,116,228
ketoacyl-synt_c11	112,116,228
ketoacyl-synt_c12	112,116,228
ketoacyl-synt_c13	112,116,228
ketoacyl-synt_c14	112,116,228
ketoacyl-synt_c15	112,116,228
ketoacyl-synt_c16	112,116,228
ketoacyl-synt_c17	112,116,228
ketoacyl-synt_c18	112,116,228
ketoacyl-synt_c19	112,116,228
ketoacyl-synt_c20	112,116,228
ketoacyl-synt_c21	112,116,228
ketoacyl-synt_c22	112,116,228
ketoacyl-synt_c23	112,116,228
ketoacyl-synt_c24	112,116,228
ketoacyl-synt_c25	112,116,228
ketoacyl-synt_c26	112,116,228
ketoacyl-synt_c27	112,116,228
ketoacyl-synt_c28	112,116,228
ketoacyl-synt_c29	112,116,228
ketoacyl-synt_c30	112,116,228
ketoacyl-synt_c31	112,116,228
ketoacyl-synt_c32	112,116,228
ketoacyl-synt_c33	112,116,228
ketoacyl-synt_c34	112,116,228
ketoacyl-synt_c35	112,116,228
ketoacyl-synt_c36	112,116,228
ketoacyl-synt_c37	112,116,228
ketoacyl-synt_c38	112,116,228
ketoacyl-synt_c39	112,116,228
ketoacyl-synt_c40	112,116,228
ketoacyl-synt_c41	112,116,228
ketoacyl-synt_c42	112,116,228
ketoacyl-synt_c43	112,116,228
ketoacyl-synt_c44	112,116,228
ketoacyl-synt_c45	112,116,228
ketoacyl-synt_c46	112,116,228
ketoacyl-synt_c47	112,116,228
ketoacyl-synt_c48	112,116,228
ketoacyl-synt_c49	112,116,228
ketoacyl-synt_c50	112,116,228
ketoacyl-synt_c51	112,116,228
ketoacyl-synt_c52	112,116,228
ketoacyl-synt_c53	112,116,228
ketoacyl-synt_c54	112,116,228
ketoacyl-synt_c55	112,116,228
ketoacyl-synt_c56	112,116,228
ketoacyl-synt_c57	112,116,228
ketoacyl-synt_c58	112,116,228
ketoacyl-synt_c59	112,116,228
ketoacyl-synt_c60	112,116,228
ketoacyl-synt_c61	112,116,228
ketoacyl-synt_c62	112,116,228
ketoacyl-synt_c63	112,116,228
ketoacyl-synt_c64	112,116,228
ketoacyl-synt_c65	112,116,228
ketoacyl-synt_c66	112,116,228
ketoacyl-synt_c67	112,116,228
ketoacyl-synt_c68	112,116,228
ketoacyl-synt_c69	112,116,228
ketoacyl-synt_c70	112,116,228
ketoacyl-synt_c71	112,116,228
ketoacyl-synt_c72	112,116,228
ketoacyl-synt_c73	112,116,228
ketoacyl-synt_c74	112,116,228
ketoacyl-synt_c75	112,116,228
ketoacyl-synt_c76	112,116,228
ketoacyl-synt_c77	112,116,228
ketoacyl-synt_c78	112,116,228
ketoacyl-synt_c79	112,116,228
ketoacyl-synt_c80	112,116,228
ketoacyl-synt_c81	112,116,228
ketoacyl-synt_c82	112,116,228
wnt	255,255,255
Fer2	60,59,191
Peptidase_C1	78,125,201
Enolase_C	70,106,194
Pilin	255,255,255
COX1	64,128,197
COX2	140,56,199
GATase_c1	159,201,96
GATase_c2	159,201,96
GATase_c3	159,201,96
GATase_c4	159,201,96
GATase_c5	159,201,96
GATase_c6	159,201,96
GATase_c7	159,201,96
GATase_c8	159,201,96
GATase_c9	159,201,96
GATase_c10	159,201,96
GATase_c11	159,201,96
GATase_c12	159,201,96
GATase_c13	159,201,96
GATase_c14	159,201,96
GATase_c15	159,201,96
GATase_c16	159,201,96
GATase_c17	159,201,96
GATase_c18	159,201,96
GATase_c19	159,201,96
GATase_c20	159,201,96
GATase_c21	159,201,96
GATase_c22	159,201,96
GATase_c23	159,201,96
GATase_c24	159,201,96
GATase_c25	159,201,96
GATase_c26	159,201,96
GATase_c27	159,201,96
GATase_c28	159,201,96
GATase_c29	159,201,96
GATase_c30	159,201,96
GATase_c31	159,201,96
GATase_c32	159,201,96
GATase_c33	159,201,96
GATase_c34	159,201,96
GATase_c35	159,201,96
GATase_c36	159,201,96
GATase_c37	159,201,96
GATase_c38	159,201,96
GATase_c39	159,201,96
GATase_c40	159,201,96
GATase_c41	159,201,96
GATase_c42	159,201,96
GATase_c43	159,201,96
GATase_c44	159,201,96
GATase_c45	159,201,96
GATase_c46	159,201,96
GATase_c47	159,201,96
GATase_c48	159,201,96
GATase_c49	159,201,96
GATase_c50	159,201,96
GATase_c51	159,201,96
GATase_c52	159,201,96
GATase_c53	159,201,96
GATase_c54	159,201,96
GATase_c55	159,201,96
GATase_c56	159,201,96
GATase_c57	159,201,96
GATase_c58	159,201,96
GATase_c59	159,201,96
GATase_c60	159,201,96
GATase_c61	159,201,96
GATase_c62	159,201,96
GATase_c63	159,201,96
GATase_c64	159,201,96
GATase_c65	159,201,96
GATase_c66	159,201,96
GATase_c67	159,201,96
GATase_c68	159,201,96
GATase_c69	159,201,96
GATase_c70	159,201,96
GATase_c71	159,201,96
GATase_c72	159,201,96
GATase_c73	159,201,96
GATase_c74	159,201,96
GATase_c75	159,201,96
GATase_c76	159,201,96
GATase_c77	159,201,96
GATase_c78	159,201,96
GATase_c79	159,201,96
GATase_c80	159,201,96
GATase_c81	159,201,96
GATase_c82	159,201,96
GATase_c83	159,201,96
GATase_c84	159,201,96
GATase_c85	159,201,96
GATase_c86	159,201,96
GATase_c87	159,201,96
Cpn60_TCP1	73,204,119
ATP-synt_A	255,255,255
Gln-synt_C	195,227,89
TIM	57,136,212
E1-E2_ATPase	149,204,70
Hormone_2	255,255,255
Photo_RC	255,255,255
Histone	101,213,213
HTH_1	125,227,79
Copper-bind	203,169,70
Alpha-amylase	72,189,149
MHC_I	255,255,255
C1_1	255,255,255
Metallothio	255,255,255
Hexapep	89,131,202
tRNA-synt_1	209,58,146
Cyclin_N	255,255,255
COesterase	204,82,64
DNA_pol_B	255,255,255
ATP-synt_C	255,255,255
Lectin_legB	255,255,255
Sigma70_r1_2	210,210,74
peroxidase	202,91,121
Fer4_NifH	255,255,255
Interferon	255,255,255
Beta-lactamase	92,159,200
DNA_methylase	154,197,70
NADHdh	184,56,88
Fibrinogen_C	255,255,255
Oxidored_nitro	255,255,255
Metallophos	181,197,58
Cellulase	189,82,188
Lipase	255,255,255
tRNA-synt_2	90,71,190
Mito_carr	159,187,84
RecA	191,79,162
Aminotran_1_2_c1	89,113,198
Aminotran_1_2_c2	89,113,198
Aminotran_1_2_c3	89,113,198
Aminotran_1_2_c4	89,113,198
Aminotran_1_2_c5	89,113,198
Aminotran_1_2_c6	89,113,198
Aminotran_1_2_c7	89,113,198
Aminotran_1_2_c8	89,113,198
Aminotran_1_2_c9	89,113,198
Aminotran_1_2_c10	89,113,198
Aminotran_1_2_c11	89,113,198
Aminotran_1_2_c12	89,113,198
Aminotran_1_2_c13	89,113,198
Aminotran_1_2_c14	89,113,198
Aminotran_1_2_c15	89,113,198
Aminotran_1_2_c16	89,113,198
Aminotran_1_2_c17	89,113,198
Aminotran_1_2_c18	89,113,198
Aminotran_1_2_c19	89,113,198
Aminotran_1_2_c20	89,113,198
Aminotran_1_2_c21	89,113,198
Aminotran_1_2_c22	89,113,198
Aminotran_1_2_c23	89,113,198
Aminotran_1_2_c24	89,113,198
Aminotran_1_2_c25	89,113,198
Aminotran_1_2_c26	89,113,198
Aminotran_1_2_c27	89,113,198
Aminotran_1_2_c28	89,113,198
Aminotran_1_2_c29	89,113,198
Aminotran_1_2_c30	89,113,198
Aminotran_1_2_c31	89,113,198
Aminotran_1_2_c32	89,113,198
Aminotran_1_2_c33	89,113,198
Aminotran_1_2_c34	89,113,198
Aminotran_1_2_c35	89,113,198
Aminotran_1_2_c36	89,113,198
Aminotran_1_2_c37	89,113,198
Aminotran_1_2_c38	89,113,198
Aminotran_1_2_c39	89,113,198
Aminotran_1_2_c40	89,113,198
Aminotran_1_2_c41	89,113,198
Aminotran_1_2_c42	89,113,198
Aminotran_1_2_c43	89,113,198
Aminotran_1_2_c44	89,113,198
Aminotran_1_2_c45	89,113,198
Aminotran_1_2_c46	89,113,198
Aminotran_1_2_c47	89,113,198
Aminotran_1_2_c48	89,113,198
Aminotran_1_2_c49	89,113,198
Aminotran_1_2_c50	89,113,198
Aminotran_1_2_c51	89,113,198
Aminotran_1_2_c52	89,113,198
Aminotran_1_2_c53	89,113,198
Aminotran_1_2_c54	89,113,198
Aminotran_1_2_c55	89,113,198
Aminotran_1_2_c56	89,113,198
Aminotran_1_2_c57	89,113,198
Aminotran_1_2_c58	89,113,198
Aminotran_1_2_c59	89,113,198
Aminotran_1_2_c60	89,113,198
Aminotran_1_2_c61	89,113,198
Aminotran_1_2_c62	89,113,198
Aminotran_1_2_c63	89,113,198
Aminotran_1_2_c64	89,113,198
Aminotran_1_2_c65	89,113,198
Aminotran_1_2_c66	89,113,198
Aminotran_1_2_c67	89,113,198
Aminotran_1_2_c68	89,113,198
Aminotran_1_2_c69	89,113,198
Aminotran_1_2_c70	89,113,198
Aminotran_1_2_c71	89,113,198
Aminotran_1_2_c72	89,113,198
Aminotran_1_2_c73	89,113,198
Aminotran_1_2_c74	89,113,198
Aminotran_1_2_c75	89,113,198
Aminotran_1_2_c76	89,113,198
Aminotran_1_2_c77	89,113,198
Aminotran_1_2_c78	89,113,198
Aminotran_1_2_c79	89,113,198
Aminotran_1_2_c80	89,113,198
Aminotran_1_2_c81	89,113,198
Aminotran_1_2_c82	89,113,198
Aminotran_1_2_c83	89,113,198
Aminotran_1_2_c84	89,113,198
Aminotran_1_2_c85	89,113,198
Pribosyltran	210,210,74
Pou	255,255,255
Sigma54_activat	101,145,216
Hormone_3	255,255,255
Pro_isomerase	130,221,72
RIP	255,255,255
PGK	63,212,81
Ribosomal_S4	219,191,78
Ribosom_S12_S23	171,52,184
HTH_AraC	104,226,131
Cpn10	88,59,221
FGF	255,255,255
C2	52,203,79
PH	255,255,255
bZIP_1	186,195,96
Aldedh	105,213,139
Zn_clus	121,178,76
Cyt-b5	149,209,92
Oxidored_molyb	152,193,93
NAD_binding_1	177,211,96
SNF2_N	180,113,64
Ribosomal_S7	205,95,228
Ets	255,255,255
UQ_con	55,85,203
Iso_dh	109,54,206
Ribosomal_L2	213,207,104
Glyco_hydro_19_c1	105,170,214
Glyco_hydro_19_c2	105,170,214
Glyco_hydro_19_c3	105,170,214
Glyco_hydro_19_c4	105,170,214
Glyco_hydro_19_c5	105,170,214
Glyco_hydro_19_c6	105,170,214
Glyco_hydro_19_c7	105,170,214
Glyco_hydro_19_c8	105,170,214
Glyco_hydro_19_c9	105,170,214
Glyco_hydro_19_c10	105,170,214
Glyco_hydro_19_c11	105,170,214
Glyco_hydro_19_c12	105,170,214
Glyco_hydro_19_c13	105,170,214
Glyco_hydro_19_c14	105,170,214
Glyco_hydro_19_c15	105,170,214
Glyco_hydro_19_c16	105,170,214
Glyco_hydro_19_c17	105,170,214
Glyco_hydro_19_c18	105,170,214
Glyco_hydro_19_c19	105,170,214
Glyco_hydro_19_c20	105,170,214
Glyco_hydro_19_c21	105,170,214
Glyco_hydro_19_c22	105,170,214
Glyco_hydro_19_c23	105,170,214
Glyco_hydro_19_c24	105,170,214
Glyco_hydro_19_c25	105,170,214
Glyco_hydro_19_c26	105,170,214
Glyco_hydro_19_c27	105,170,214
Glyco_hydro_19_c28	105,170,214
Glyco_hydro_19_c29	105,170,214
Glyco_hydro_19_c30	105,170,214
